name,foundingDate
Golden Pond Heathcare          ,2007
Agria Corp                     ,2000
Approach Resources Inc         ,2002
ARYx Therapeutics Inc          ,2004
ICx Technologies Inc           ,2003
Enterprise Acquisition Corp    ,2007
China Nep Chain Drugstore Ltd  ,1995
Lumber Liquidators Inc         ,1994
OSG America LP                 ,2007
American Public Education Inc  ,1991
Ensign Group Inc               ,1999
Heckmann Corp                  ,2007
Navios Maritime Partners LP    ,2007
2020 ChinaCap Acquirco         ,2006
Och-Ziff Cap Mgmt Grp LLC      ,1994
EnergySolutions Inc            ,1988
MSCI Inc                       ,1969
EnteroMedics Inc               ,2002
Virtual Radiologic Corp        ,2001
Prospect Acquisition Corp      ,2007
Chimera Inv Corp               ,2007
El Paso Pipeline Partners LP   ,1928
3PAR Inc                       ,1999
Rubicon Technology Inc         ,2001
Internet Brands Inc            ,1998
SuccessFactors Inc             ,2001
Ideation Acquisition           ,2007
Global Consumer Acquisition    ,2007
North Shore Acquisition        ,2007
Camden Learning Corp           ,2007
Entropic Communications Inc    ,2001
Titan Machinery Inc            ,1980
VisionChina Media Inc          ,2006
Global Brands Acquisition Corp ,2007
Liberty Acq Hldgs Corp         ,2007
Triple-S Management Corp       ,1959
WSP Holdings Ltd               ,1999
Cardtronics Inc                ,1989
ChinaEdu Corp                  ,1999
VanceInfo Technologies Inc     ,1995
Xinyuan Real Estate Co Ltd     ,1997
MedAssets Inc                  ,1995
K12 Inc                        ,2000
Teekay Tankers Ltd             ,2007
Intellon Corp                  ,1989
Memsic Inc                     ,1999
Gulfstream Int Grp Inc         ,1999
Orion Energy Systems Inc       ,1996
Gushan Environmental Energy    ,2001
NetSuite Inc                   ,1998
Polaris Acquisition Corp       ,2007
Asia Special Situation Acq     ,2007
Williams Pipeline Partners LP  ,1983
SAPPHIRE INDUSTRIALS CORP      ,2007
RiskMetrics Group Inc          ,1994
IPC The Hospitalist Co Inc     ,1995
ATA Inc                        ,1999
ReneSola Ltd                   ,2003
Cascal NV                      ,1989
ArcSight Inc                   ,2000
MAKO Surgical Corp             ,2004
Bioheart Inc                   ,1999
Spring Creek Acquisition Corp  ,2007
Heritage-Crystal Clean Inc     ,1999
CardioNet Inc                  ,1994
Visa Inc                       ,1970
Intrepid Potash Inc            ,2000
American Water Works Co Inc    ,1886
Hatteras Financial Corp        ,2007
Whiting USA Trust I            ,2007
Pioneer SW Energy Ptnrs LP     ,2007
Colfax Corp                    ,1995
Western Gas Partners LP        ,2007
Real Goods Solar Inc           ,1978
Verso Paper Corp               ,1898
Safe Bulkers Inc               ,2007
Britannia Bulk Holdings        ,1999
RHI Entertainment Inc.         ,1994
Hong Kong Highpower Tech Inc   ,2003
Energy Recovery Inc            ,1992
GT Solar International Inc     ,1994
China Distance Educ Hldgs Ltd  ,2000
China Mass Med Int Adv Corp    ,2003
Rackspace Hosting Inc          ,1998
CS China Acquisition Corp      ,2007
Grand Canyon Education         ,1949
Mead Johnson Nutrition Co      ,1905
NIVS IntelliMedia Tech Gp Inc  ,1998
Western Asset Mun Defined Opp  ,2009
Changyou.com Ltd               ,2007
Bridgepoint Education Inc      ,1999
Rosetta Stone Inc              ,2003
DigitalGlobe Inc               ,1995
SolarWinds Inc                 ,1998
OpenTable Inc                  ,1999
Eaton Vance Natl Municipal Opp ,2009
Government Properties Income   ,2009
Cypress Sharpridge Investments ,2006
ChemSpec International Ltd     ,2006
Medidata Solutions Inc         ,2000
Wstn Asset Invest Grade Define ,2009
LogMeIn Inc                    ,2003
Recon Technology Ltd           ,2007
Avago Technologies Ltd         ,2005
CDC Software Corp              ,2006
Cumberland Pharmaceuticals Inc ,1999
Emdeon Inc                     ,1984
Lihua International Inc        ,2006
Tri-Tech Holding Inc           ,2009
CreXus Investment Corp         ,2008
Apollo Coml RE Fin Inc         ,2009
Artio Global Investors Inc     ,1962
Colony Financial Inc           ,2009
A123 Systems Inc               ,2001
Vitacost.com Inc               ,1994
Nuveen Enhanced Municipal      ,2009
Shanda Games Ltd               ,2008
Select Medical Holdings Corp   ,1997
Talecris Biotherapeutics Hldg  ,2005
Echo Global Logistics Inc      ,2005
Education Management Corp      ,1962
Verisk Analytics Inc           ,1971
Mistras Group Inc              ,1968
Omeros Corp                    ,1994
RailAmerica Inc                ,1992
Penn Millers Holding Corp      ,1887
ZST Digital Networks Inc       ,1996
AGA Medical Holdings Inc       ,1995
Dole Food Co Inc               ,1851
Vitamin Shoppe Inc             ,1977
Addus Homecare Corp            ,1979
Hyatt Hotels Corp              ,1957
Ancestry.com                   ,1998
Duoyuan Printing               ,1994
STR Holdings Inc               ,1973
Dollar General Corp            ,1939
rue21                          ,1976
Fortinet Inc                   ,2000
Cloud Peak Energy              ,1993
7 Days Group Holdings Ltd      ,2004
Archipelago Learning           ,2000
Global Defense Tech & Systems  ,1969
Pebblebrook Hotel Trust        ,2009
China Nuokang Bio-Pharmac      ,1997
Concord Medical Services Ltd   ,2007
Kar Auction Services           ,1989
Cobalt International Energy    ,2005
Team Health Holdings           ,1979
Kraton Performance Polymers    ,1955
Athens Bancshares Corp         ,2009
Cellu Tissue Holdings Inc      ,1984
Chesapeake Lodging Trust       ,2009
Symetra Financial Corp         ,2004
China Hydroelectric Corp       ,2006
Federated Enhanced Treasury    ,2007
Andatee China Marine Fuel Svcs ,2009
IFM Investments Ltd            ,2005
China Electric Motor Inc       ,2007
Ironwood Pharmaceuticals Inc   ,1998
Solar Capital Ltd              ,2007
Generac Holdings Inc           ,1959
Graham Packaging Co Inc        ,1975
QuinStreet Inc                 ,1999
Midas Medici Grp Hldg Inc      ,2006
Western Ast Mtg Defined Oppor  ,2009
Anthera Pharmaceuticals Inc    ,2004
Baltic Trading Ltd             ,2009
Sensata Tech Hldg NV           ,1916
Crude Carriers Corp            ,2009
AVEO Pharmaceuticals Inc       ,2001
Financial Engines Inc          ,1996
MaxLinear Inc                  ,2003
First Interstate BancSystem In ,1968
Calix Inc                      ,1999
CorMedix Inc                   ,2006
China Lodging Group Ltd        ,2007
Scorpio Tankers Inc            ,2009
Meru Networks Inc              ,2002
SS&C Technologies Hold         ,1986
Primerica Inc                  ,1977
Metals USA Holdings Corp       ,2005
Tengion Inc                    ,2003
Golub Capital BDC Inc          ,1994
Chatham Lodging Trust          ,2009
Codexis Inc                    ,2002
DeHaier Medical Systems Ltd    ,2003
DynaVox Inc                    ,1993
THL Credit Inc                 ,2009
Excel Trust Inc                ,2009
Global Geophysical Services    ,1996
Alimera Sciences Inc           ,2003
SPS Commerce Inc               ,1987
PAA Natural Gas Storage LP     ,2005
Alpha & Omega Semiconductor Lt ,2000
Convio Inc                     ,1999
S&W Seed Co                    ,1980
Douglas Dynamics Inc           ,1948
Charm Communications Inc       ,1995
Niska Gas Storage Partners LLC ,2010
Express Inc                    ,1980
Roadrunner Transp Svc Hldg Inc ,1981
Noranda Aluminum Holding Corp  ,1922
TeleNav Inc                    ,1999
Kingtone Wirelessinfo Solution ,2009
Accretive Health Inc           ,2003
ReachLocal Inc                 ,2003
57th Gen Acquisition Corp      ,2009
Blackstone/GSO Senior Floating ,2010
GenMark Diagnostics Inc        ,2010
China New Borun Corp           ,2009
CBOE Holdings Inc              ,1973
Higher One Holdings Inc        ,2000
Oasis Petroleum Inc            ,2007
BroadSoft Inc                  ,1998
China Intelligent Lighting & E ,2007
Motricity Inc                  ,2001
Vringo Inc                     ,2006
Hudson Pacific Properties Inc  ,2009
ClearBridge Energy MLP Fund    ,2010
Fabrinet                       ,1999
Tesla Motors Inc               ,2003
HiSoft Tech Intl Ltd           ,1996
ECA Marcellus Trust I          ,2010
AutoNavi Hldg Ltd              ,2001
Peoples Federal Bancshares Inc ,2005
Southern Products Inc          ,2010
Oxford Resource Partners LP    ,2007
RealD Inc                      ,2003
Qlik Technologies Inc          ,1993
Camelot Info Sys Inc           ,2000
Tianli Agritech Inc            ,2009
Ameresco Inc                   ,2000
Green Dot Corp                 ,1999
Chesapeake Midstream Ptrs LP   ,2010
Envestnet Inc                  ,1999
Molycorp Inc                   ,2005
Trius Therapeutics Inc         ,2004
Varca Ventures Inc             ,2010
Ambow Education Holding Ltd    ,2000
Gordmans Stores Inc            ,1915
IntraLinks Holdings Inc        ,1996
NXP Semiconductors NV          ,2006
NuPathe Inc                    ,2005
China Kanghui Holdings         ,2006
MediaMind Technologies Inc     ,1999
MakeMyTrip Ltd                 ,2000
RealPage Inc                   ,2003
Electromed Inc                 ,1992
Whitestone REIT                ,1998
BlackRock Build America Bond   ,2010
Mokita Inc                     ,2009
SouFun Holdings Ltd            ,1999
CoreSite Realty Corporation    ,2010
SciQuest Inc                   ,1995
Country Style Cooking          ,2007
First Trust High Income Long   ,2010
Nuveen Diversified Commodity   ,2005
Amyris Inc                     ,2003
Rhino Resource Partners LP     ,2003
Elster Group SE                ,2004
ChinaCache Intl Hldg Ltd       ,2005
The KEYW Holding Corp          ,2008
Daqo New Energy Corp           ,2009
Cazador Acquisition Corp Ltd   ,2010
Ellington Financial LLC        ,2007
Global Education & Technology  ,1997
Hicks Acquisition Co II Inc    ,2010
Campus Crest Communities Inc   ,2010
Tower International Inc        ,1992
Body Central Corp              ,1972
ShangPharma Corp               ,2007
NetSpend Holdings Inc          ,1999
Vera Bradley Inc               ,1982
Bravo Brio Restaurant Grp Inc  ,1987
Aegerion Pharmaceuticals Inc   ,2005
Asia Carbon Industries Inc     ,2008
Western Asset High Yield       ,2010
Mecox Lane Ltd                 ,1996
Pacific Biosciences of CA Inc  ,2000
Examworks Group Inc            ,2007
SeaCube Container Leasing Ltd  ,2007
Le Gaga Holdings Ltd           ,2010
Horizon Technology Finance     ,2010
Xueda Education Group          ,2001
SodaStream International Ltd   ,2006
Costamare Inc                  ,2008
Primo Water Corp               ,2004
Fresh Market Inc               ,1981
RDA Microelectronics Inc       ,2004
Inphi Corp                     ,2000
Complete Genomics Inc          ,2005
Booz Allen Hamilton Holding Co ,1914
Aeroflex Holding Corp          ,1937
General Motors Co              ,1908
LPL Investment Holdings Inc    ,2005
Lizhan Environmental Corp      ,2009
Zogenix Inc                    ,2006
Anacor Pharmaceuticals Inc     ,2002
FXCM Inc                       ,2005
Targa Resources Corp           ,2004
CTPartners Executive Search In ,1980
First Republic Bank            ,1985
SemiLEDs Corp                  ,2005
FleetCor Technologies Inc      ,2003
Walker & Dunlop Inc            ,1937
GAIN Capital Holdings Inc      ,1999
RigNet Inc                     ,2004
Fortegra Financial Corp        ,1981
Swift Transportation Co        ,1966
Ventrus Biosciences Inc        ,2005
American Assets Trust Inc      ,2010
Medley Capital Corp            ,2010
Tibet Pharmaceuticals Inc      ,2009
Demand Media Inc               ,2006
Nielsen Holdings NV            ,1923
BankUnited Inc                 ,2009
InterXion Holding NV           ,1998
BCD Semiconductor Mnfg Ltd     ,2000
Adecoagro SA                   ,2002
NeoPhotonics Corp              ,1993
Epocrates Inc                  ,1998
Pacira Pharmaceuticals Inc     ,2006
Trunkbow Intl Hldgs Ltd        ,2011
Tornier NV                     ,1976
BG Medicine Inc                ,2000
Endocyte Inc                   ,1995
China Century Dragon Media Inc ,2007
Imperial Holdings Inc          ,2006
Summit Hotel Properties Inc    ,2010
Gevo Inc                       ,2005
Fluidigm Corp                  ,1999
Kinder Morgan Inc              ,1992
Kips Bay Medical Inc           ,2007
AcelRx Pharmaceuticals Inc     ,2005
Zuoan Fashion Ltd              ,1992
China VantagePoint Acq Co      ,2010
Nuveen Energy MLP Total Return ,2010
Solar Senior Capital Ltd       ,2010
HCA Holdings Inc               ,1988
MagnaChip Semiconductor Corp   ,1981
Lone Oak Acquisition Corp      ,2010
Cornerstone OnDemand Inc       ,1999
Prime Acquisition Corp         ,2010
ServiceSource International    ,1999
Apollo Global Management LLC   ,1990
Qihoo 360 Technology Co Ltd    ,2005
GNC Holdings Inc               ,1935
Preferred Apartment Communitie ,2009
Tranzyme Inc                   ,1998
Golar LNG Partners LP          ,2007
CVR Partners LP                ,2007
PennantPark Floating Rate      ,2010
SCG Financial Acquisition Corp ,2011
TMS International Corp         ,2006
Arcos Dorados Holdings Inc     ,2007
Zipcar Inc                     ,1999
Ellie Mae Inc                  ,1997
Sequans Communications SA      ,2003
Box Ships Inc                  ,2010
STAG Industrial Inc            ,2010
Air Lease Corp                 ,2010
Tesoro Logistics LP            ,2010
Sagent Pharmaceuticals Inc     ,2006
Responsys Inc                  ,1998
21Vianet Group Inc             ,1999
NeXt Innovation Corp           ,2010
Renren Inc                     ,2002
Boingo Wireless Inc            ,2001
SMG Indium Resources Ltd       ,2008
NetQin Mobile Inc              ,2005
Thermon Group Holdings Inc     ,2010
RPX Corp                       ,2008
VOC Energy Tr                  ,2010
RLJ Lodging Trust              ,2011
Kosmos Energy Ltd              ,2011
FriendFinder Networks Inc      ,2004
China Zenix Auto International ,2008
NGL Energy Partners LP         ,2010
Phoenix New Media Ltd          ,2007
T3 Motion Inc                  ,2006
